no.frames,yaw,pitch,roll
1,4.296513509635543,5.2153240504660445,1.996444678475132
2,4.273825571374074,5.313742412497309,1.9651101026503952
3,4.14581765822542,5.375528569460538,1.9550891713663898
4,3.991621029973491,5.5671026945514415,1.8701081683859395
5,3.881870043383718,5.722284948688425,1.710920748687463
6,3.8115959947978384,5.813185537090257,1.5578542285056842
7,3.793906599863229,5.822345322050394,1.338246147996555
8,3.817612159659804,5.637171989973067,1.1413791317233042
9,3.838358441943213,5.36077955987566,0.9971223333206614
10,3.809293348571667,4.97128046284425,0.8374039648494559
11,3.7476146921263,4.484418022916726,0.6684467518072728
12,3.6696314084252672,3.803973868663559,0.48672284817951655
13,3.6035189611269653,2.981925315216131,0.34739352789190425
14,3.531278783637963,2.1746050389004514,0.3110707691900128
15,3.4348644981710317,1.1823885553620328,0.3720522713363517
16,3.3177962038694733,0.2819724028512126,0.5880603890333918
17,3.1793426206238387,-0.45156178190817214,0.8628486602844193
18,2.9789517702425377,-1.2606419315527813,1.0849295739663551
19,2.698172989243613,-2.0298821347789096,1.2607499530354374
20,2.3325824615438675,-2.825852094618657,1.3604602226747464
21,1.9447892183145663,-3.3950229501370153,1.3341373512407613
22,1.5921722739086976,-3.8036092636532026,1.2507655144385523
23,1.2197189716709342,-4.299200357123034,1.134534340347064
24,0.9168454136544284,-4.718929640119027,1.0521191297353167
25,0.635037842475339,-5.16875079662553,0.9218882276208695
26,0.4080169253598297,-5.6124632030239265,0.7996591127587911
27,0.22812906193097837,-5.989681897125841,0.7008983674526117
28,0.056687941244384796,-6.3037354424189,0.5903025586775962
29,-0.10308839045240947,-6.469230412781757,0.49311569170397607
30,-0.226977187897217,-6.519234583885851,0.4266640085267624
31,-0.32654221464660704,-6.456511216580646,0.3615188391326831
32,-0.3640165538975733,-6.356136175613044,0.31422303484713354
33,-0.3545770191618641,-6.228613900410931,0.30932776363673664
34,-0.2997360971117029,-6.0628875555107005,0.33095859888987217
35,-0.22979522785723702,-5.919592537860568,0.34316884250979257
36,-0.160154126529631,-5.806960195986018,0.33840302472657946
37,-0.13065188524153232,-5.727930327774495,0.2929932597583484
38,-0.1262405302585772,-5.713750081651727,0.2310918165218816
39,-0.13709112602688897,-5.729329613418666,0.15628215637987114
40,-0.14544111220408446,-5.719470411542476,0.09114936670347797
41,-0.14725240630783004,-5.704940346729681,0.003323495837356372
42,-0.1467552032282164,-5.687239767730423,-0.05434620692027653
43,-0.13624806458441782,-5.640011664184504,-0.07304955910574405
44,-0.10839844890635845,-5.548213702930705,-0.05107265204634256
45,-0.05243299692408162,-5.3956803525070125,-0.07287225433444346
46,0.027947694591737668,-5.2608028075489575,-0.13369386735758446
47,0.1283373849623123,-5.150491059674464,-0.20004612592713106
48,0.23109827318498516,-5.055970750710517,-0.2591674954498439
49,0.3561821135928994,-4.980592647638044,-0.3184158904809703
50,0.45065694193918726,-4.942829982500154,-0.36501528228582025
51,0.5441896577613016,-4.888679426005848,-0.40213890733638835
52,0.6103756305755053,-4.824444440182497,-0.453741679437981
53,0.671430690656458,-4.753415922278445,-0.48422385275417607
54,0.7308024826580554,-4.675870658864056,-0.5055720889346135
55,0.7945373247312484,-4.586546792070938,-0.5165637307752269
56,0.8491386031946482,-4.512745194840743,-0.5157612369205614
57,0.9183333276542617,-4.4409255664529965,-0.5310880744679766
58,0.9754473686428429,-4.374827337234785,-0.553849252651053
59,1.023316355611457,-4.327617983071409,-0.5638604421952622
60,1.1054589684907243,-4.273977931020981,-0.583894293866881
61,1.2385074262471107,-4.195418304748115,-0.6141437605070873
62,1.4508774077024362,-4.16312618873425,-0.6529992653732695
63,1.7080169657142008,-4.198098321990959,-0.6982005494923632
64,1.9401809626284576,-4.230518882035351,-0.73548100208724
65,2.1835574818411985,-4.256509670473294,-0.7844434792271432
66,2.3825744007293252,-4.26109361841112,-0.8657104561431578
67,2.5788708614637885,-4.245929621517148,-0.9535467942823638
68,2.725517363567373,-4.222852786201166,-1.0204157326425394
69,2.8317150145650065,-4.197313697637288,-1.070598049416427
70,2.906507327965751,-4.168801695144512,-1.1005261616785629
71,2.928995946009498,-4.156315154151644,-1.1106355611312517
72,2.900051963031844,-4.1509227308960694,-1.1068498323866993
73,2.8284070775941803,-4.124479006914746,-1.1029597300985454
74,2.7526686345288955,-4.07259353030106,-1.0861203153954122
75,2.6850648247585562,-3.999985518322697,-1.058580791232693
76,2.628044401666366,-3.941609601734461,-1.0349792552442734
77,2.594427796356367,-3.8991686275024717,-1.0144940654420838
78,2.5827107396255276,-3.8454197489617368,-0.9919614851493848
79,2.582691743007607,-3.81631825518974,-0.9719978029982715
80,2.589819103295365,-3.775754762856836,-0.9470708145503394
81,2.585880186586264,-3.7124188079849714,-0.9045827696777502
82,2.5714013486083114,-3.6686869118882073,-0.8697498192859413
83,2.5478980883316797,-3.602882701386363,-0.8359748545086318
84,2.523666564232629,-3.531749808806319,-0.785222761111147
85,2.498569244200946,-3.446077271355381,-0.7234246511647635
86,2.456708669886873,-3.3175742059644446,-0.6491561634444933
87,2.4323345659777487,-3.1715759990612753,-0.6056275819560402
88,2.4141528314293765,-3.05295113614027,-0.5552104879880113
89,2.4058137430524473,-2.919476530953173,-0.48246470554314086
90,2.409015420230106,-2.8024523417714553,-0.4229824298972795
91,2.4072971868114292,-2.6798640645452583,-0.3574632809712883
92,2.390690137433529,-2.565637500881379,-0.3035708747475522
