no.frames,yaw,pitch,roll
1,3.5478083293302944,6.047033703907515,-3.5576357714326843
2,3.5553578841152134,6.0540261668635225,-3.5452349564844274
3,3.543440814769677,6.042600875132474,-3.522399988818472
4,3.512626868543583,6.046067651180444,-3.500392965887957
5,3.4796292474389916,6.04426916238718,-3.47217112882501
6,3.4346318454869307,6.017164367283483,-3.4421640294954163
7,3.416618124452608,6.003460208137321,-3.435116360709784
8,3.4070035922000006,6.0147960827338025,-3.415313988764664
9,3.4150587111406407,6.016533450815489,-3.4175316597626564
10,3.427972429208068,6.029915403264301,-3.431683132798069
11,3.426965619381549,6.05982888658031,-3.447493056618313
12,3.428738048637308,6.095078875469173,-3.4715205293724085
13,3.4220632644747253,6.129970326461005,-3.47610428251519
14,3.4079689941176063,6.151150438270074,-3.482093126398574
15,3.393954551378702,6.192430452791134,-3.5187829866306006
16,3.371703000800677,6.259484146264168,-3.562728998758764
17,3.3436462649442493,6.330816458711539,-3.634662831257777
18,3.30203643911415,6.450880533650869,-3.6978041543701257
19,3.2337934054922712,6.590382631071202,-3.720884581289949
20,3.185201199406602,6.696898915755844,-3.770915392046116
21,3.0904925355898114,6.865338148451276,-3.7146622959258018
22,3.0406145748752804,7.052141347657177,-3.763983195831215
23,3.111093533544821,7.230650922302071,-4.007377977480765
24,3.159836934211656,7.368084460865103,-4.110708379928491
25,3.194655098509956,7.399982355704344,-4.117074167938257
26,3.2186705541400293,7.516617220941257,-4.084703554057835
27,3.1906075382219603,7.6924382405374985,-4.020709334358245
28,3.2617597522210513,7.909873756361499,-4.297336981005637
29,3.303466719514299,8.069481679425259,-4.596109134574878
30,3.24367175308208,8.184032669109525,-4.726909927206914
31,3.1878592185326577,8.398170428858569,-4.791021056276184
32,3.1824324190229674,8.651853534211371,-4.86741023540725
33,3.2280257533548546,9.060806721039977,-4.995332742473693
34,3.356086353373125,9.650780701599423,-5.270281052665699
35,3.4535678903067977,10.25159467236691,-5.4431979376166595
36,3.5170447082275538,10.912661875253393,-5.505688769430746
37,3.615271977087839,11.583052897804697,-5.571221937152774
38,3.6607436490069394,12.201023167011444,-5.52183444432854
39,3.731027997993815,12.815689662787397,-5.5342582324487255
40,3.826393263809866,13.261166968908194,-5.543387708198246
41,3.858313638954219,13.75071854244632,-5.478111110066432
42,3.908980480809796,14.182135780460868,-5.5033639753552634
43,3.9939266644316955,14.673819831939582,-5.337425678822821
44,4.068197781092219,15.142534411922155,-5.197474536702321
45,4.184886494394778,15.462974584837028,-4.979523430157491
46,4.221855143592608,15.434292971046645,-4.796705830918714
47,4.215398938730739,15.25788470736709,-4.613277381382064
48,4.1580739421479045,15.11203603190188,-4.384332049549526
49,4.106967540314115,15.04506066130231,-4.363425524469706
50,4.002198517587894,15.22990605722984,-4.3952787427386175
51,3.7411063933706887,15.421950843433208,-4.41626250652387
52,3.474151023778309,15.374759527414945,-4.519998587991465
53,3.2378955632314845,15.218728760454725,-4.59134246025912
54,3.0272188445517116,15.07548119528628,-4.589752328431874
55,2.8315047733779983,14.925747640596587,-4.559556276519853
56,2.684068046745021,14.88731106808019,-4.474982102812564
57,2.4662476433778546,15.008343358110238,-4.405895273891258
58,2.183415755802443,15.040566300059263,-4.364064152344077
59,1.9522377731398621,15.006425850143911,-4.33122642530081
60,1.7404341415319764,14.978084026278106,-4.279250145248488
61,1.5570517858353776,14.926375995833995,-4.2527491939055615
62,1.3578465085067077,14.947923728695349,-4.170512298782281
63,0.9672309713588687,14.954996207639049,-4.016048546168155
64,0.22767213295448385,15.059457183058104,-3.7993331703591844
65,-0.6252186452769697,15.267867022876292,-3.674369412353414
66,-1.5756167169639723,15.344240177235493,-3.6438468493233827
67,-2.6837906014359385,15.378782366923993,-3.657278719797623
68,-3.6492792226466704,15.398495719112063,-3.7238894294429556
69,-4.548758940405917,15.44601999216215,-3.762645763061877
70,-5.525779337501707,15.55931905581058,-3.645394309836901
71,-6.416277283551895,15.513924433322366,-3.4168759633905847
72,-7.302716356721394,15.498477609424798,-3.2635449880465766
73,-8.468659463314694,15.60506469720237,-3.1629111512842343
74,-9.69052946684733,15.637647885974104,-3.0858706445608868
75,-10.846613969075182,15.767576885177641,-3.0194058031511606
76,-12.30560834779773,15.885078668599249,-2.9429879091613196
77,-13.633899514192347,16.069840390398813,-2.9125614203802908
78,-14.713231803449943,16.32544808463213,-2.930328614946598
79,-15.80572478365394,16.55894201097481,-2.9880751705445796
80,-16.63099896396715,16.641929923248064,-3.100870979729023
81,-17.190765462336053,16.48931367341134,-3.272871585922256
82,-17.638428663092142,16.254576497669404,-3.56242334531087
83,-18.010881934297622,16.124130132684588,-3.7302389267334557
84,-18.379454225054328,15.972056066223352,-3.7720295636158485
85,-18.732189107739742,15.827595696072462,-3.7698772061236676
86,-19.030194768950977,15.686569107063516,-3.678523436700184
87,-19.303961256875393,15.631183149496108,-3.5816109966365777
88,-19.54555185833516,15.70001811062837,-3.5639332562678536
89,-19.691023525327665,15.696401339137804,-3.542100335091114
90,-19.745011050994428,15.65344973440895,-3.462110902236074
91,-19.60133566038712,15.53278772641682,-3.419891056799405
92,-19.275670577074255,15.385130803806263,-3.4315913523814054
93,-18.808838401642525,15.347404425380923,-3.5006147329877555
94,-18.179632344691058,15.281035163068893,-3.5821225981315084
95,-17.585942018549506,15.201142397568328,-3.6491648160488555
